Tweet ,Date/Time,UserID
Does anyone need to go to Brussels? Still looking for a spot here. From Leuven to Brussel-Nord. #ikwilhelpen #brusselsattack,3/22/16 13:59,SWerckx
"Anyone stranded around Ostend Airport, transport for 3-4 people #ikwilhelpen",1/0/00 0:00,NA
Follow #brusselslift @PorteOuverte #OpenHouse #ikwilhelpen and @jeveuxaider if you need lift or shelter.,3/22/16 13:58,rbc_bhg
Any transport needed from Airport area to Leuven area this evening #ikwilhelpen,1/0/00 0:00,NA
Able to accomodate 2-3 people who are stranded because of the #BrusselsAttacks to spend the night in Leuven. #ikwilhelpen,3/22/16 13:58,Poltionorc
@GVerbaan check #ikwilhelpen,3/22/16 13:57,AnoukBriefjes
If anyone needs help around #Brussels or needs transport or safe place feel free to contact me #ikwilhelpen #jeveuxaider #iwanttohelp,3/22/16 13:57,TimTijssens
Travellers that can reach Leuven I can pick 3 max 3 up for a bed in #diest 20 mins away #ikwilhelpen @ or DM me,1/3/00 0:00,NA
#BrusselsOpenDoors #ikwilhelpen bed/car in Brussels if you need,3/22/16 13:57,ValentinSEA
#ikwilhelpen Stranded in Antwerp? Need a safe place to sleep? Welcome at our place. As long as you need. #opendoors,3/22/16 13:57,CobyGoyvaerts
5cm S/S 16 #menswear #fashionBlogger #design #streetwear #luxury @5cm_1004 #ikwilhelpen https://t.co/S0QMKFpgvN https://t.co/zozoJB4trn,3/22/16 13:56,JustAnotherRich
If I can help anyone with transport to or from Gasthuisberg Leuven  let me know where you are. 4 places. #IkWilHelpen,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
Need a ride from Diegem /Zaventem towards Leuven + suburbs? 4 seats available #ikwilhelpen,3/22/16 13:55,dduink
So sad for my friends in #Belgium. They + families are safe/accounted for. #BelgiumStrong #ikwilhelpen https://t.co/2Gd8eYGYt8,3/22/16 13:54,NewEnglandBrews
To anyone stuck in New York after today's attacks in Brussels - happy to host! #ikwilhelpen,3/22/16 13:54,LynneAult
Anyone who can give me a ride from Namur to Brussels later today? #ikwilhelpen,3/22/16 13:54,TrinityDLG
This is beautiful. People in #Brussels helping each other with the tag #ikwilhelpen . It's amazing. https://t.co/Pmrc4YRUxn,3/22/16 13:54,chayemor
3 free places in the car from NATO to Mechelen #ikwilhelpen,3/22/16 13:53,OanaCcresteaza
Anyone able to drive from Evere to Roodebeek/Woluwe around 17h? #BrusselsLift #PorteOuverte #IkWilHelpen,3/22/16 13:53,Dietediet
If you are stranded in Leuven and need a place to sleep: I have room for 1 person. 10 minutes from Leuven. #ikwilhelpen,3/22/16 13:53,kaatureel
Belgium Residents Offer Support With #ikwilhelpen Hashtag https://t.co/nJPXOavvwJ,3/22/16 13:53,nejlamutlu2
@Lieneuh #ikwilhelpen ? loopt al even,3/22/16 13:53,dweezzill
@BrusselsLift #IkWilHelpen @BrusselsLift NEED A RIDE: #Aalst &lt; ~ #Brussel Schuman/Etterbeek/Woluwe-St-Lambert area leaving after 17:00,3/22/16 13:53,StobbsMartin
Pray for everyone in Brussels right now. Take care. #ikwilhelpen #PrayForBrussels,3/22/16 13:53,fxckneckdeep
If we are able to deal with terrorism. innocent people should die from a single terrorist. #ikwilhelpen #Bruessel #Bruxelles,3/22/16 13:52,VedatKaratay3
